DDoS,DoS,MQTT,Recon,Spoofing
0.800152,0.000000,0.199848,0.199848,0.199848
0.000000,0.800076,0.199924,0.199924,0.199924
0.000000,0.000000,0.167276,0.167276,0.167276
0.000000,0.000000,0.000000,0.281283,0.281283
0.000000,0.000000,0.000000,0.000000,0.500000
