DDoS,DoS,MQTT,Recon,Spoofing
0.800000,0.199810,0.851092,0.840836,0.863248
0.000000,0.997150,0.561550,0.784005,0.671163
0.000000,0.000000,0.990301,0.941326,0.944188
0.000000,0.000000,0.000000,0.997593,0.874030
0.000000,0.000000,0.000000,0.000000,0.844729
