DDoS,DoS,MQTT,Recon,Spoofing
0.199848,0.200038,0.199278,0.200038,0.199848
0.000000,0.996960,0.199316,0.200076,0.199886
0.000000,0.000000,0.990143,0.392051,0.167250
0.000000,0.000000,0.000000,0.999465,0.281283
0.000000,0.000000,0.000000,0.000000,0.999525
