DDoS,DoS,MQTT,Recon,Spoofing
0.199848,0.200038,0.546733,0.199848,0.636018
0.000000,0.994680,0.628919,0.987080,0.562987
0.000000,0.000000,0.977901,0.918442,0.927981
0.000000,0.000000,0.000000,0.998128,0.889305
0.000000,0.000000,0.000000,0.000000,0.858500
