DDoS,DoS,MQTT,Recon,Spoofing
0.799924,0.999240,0.794414,0.838495,0.797074
0.000000,0.199468,0.888298,0.762348,0.851254
0.000000,0.000000,0.976785,0.925425,0.925743
0.000000,0.000000,0.000000,0.998931,0.931034
0.000000,0.000000,0.000000,0.000000,0.775404
