DDoS,DoS,MQTT,Recon,Spoofing
0.800000,0.989174,0.777778,0.956315,0.981956
0.000000,0.222834,0.434650,0.275266,0.231193
0.000000,0.000000,0.985530,0.952934,0.946255
0.000000,0.000000,0.000000,0.995186,0.881787
0.000000,0.000000,0.000000,0.000000,0.845679
