DDoS,DoS,MQTT,Recon,Spoofing
0.800000,0.200000,0.200000,0.200000,0.200000
0.000000,0.200038,0.200038,0.200038,0.200038
0.000000,0.000000,0.167435,0.167435,0.167435
0.000000,0.000000,0.000000,0.281626,0.281626
0.000000,0.000000,0.000000,0.000000,0.500000
