DDoS,DoS,MQTT,Recon,Spoofing
0.799924,0.196276,0.199316,0.199886,0.199886
0.000000,0.994301,0.199278,0.199848,0.199848
0.000000,0.000000,0.983463,0.190968,0.167276
0.000000,0.000000,0.000000,0.999733,0.281208
0.000000,0.000000,0.000000,0.000000,0.999525
