DDoS,DoS,MQTT,Recon,Spoofing
0.199924,0.556442,0.541239,0.578867,0.670658
0.000000,0.980239,0.943948,0.931788,0.926088
0.000000,0.000000,0.988074,0.931150,0.930196
0.000000,0.000000,0.000000,0.995722,0.888503
0.000000,0.000000,0.000000,0.000000,0.867458
