dataset,seed,backbone,variant,n_tasks,AA,BWT,remembering_rate,CFI,clean_acc,clean_mcc,clean_f1,clean_bal_acc,sel_acc,sel_mcc,fgsm_acc,fgsm_mcc,fgsm_asr,pgd_acc,pgd_mcc,pgd_asr,square_acc,square_mcc,transfer_acc,transfer_mcc,epochs,epsilon,beta,ewc_lambda,status
CICIoMT,13,lstm,cat,5,0.8448,0.2372,2.2868,-0.2897,0.834,0.8043403470724927,0.8305151594943379,0.834,0.8013550135501355,0.7572359264101742,0.5016666666666667,0.4114088294556182,41.207034372502,0.49933333333333335,0.4085855204486014,41.446842525979214,0.523,0.43630593634354936,0.5103333333333333,0.42401883393834117,20,0.1,6.0,1000.0,ok
TONIoT,13,lstm,cat,9,0.8999,0.0804,1.1835,-0.0862,0.8206666666666667,0.8019166563974468,0.8213861349981323,0.8192620598048326,0.8268350723045945,0.8075963475128217,0.6506666666666666,0.6177047544098591,21.039805036555645,0.7386666666666667,0.711913900199499,10.276198212835093,0.6883333333333334,0.6584863265816197,0.712,0.682470869736594,20,0.1,6.0,1000.0,ok
CICIoMT,21,lstm,cat,5,0.8604,-0.0189,0.9844,0.0173,0.841,0.8113557694248653,0.8390571320690314,0.8410000000000002,0.8274616079494128,0.7857054102597348,0.527,0.4435500022034052,39.35790725326992,0.5083333333333333,0.420906995431338,40.705509314308365,0.48333333333333334,0.39107589086421973,0.486,0.3949137346734719,20,0.1,6.0,1000.0,ok
TONIoT,21,lstm,cat,9,0.9168,0.0662,1.1302,-0.0685,0.8446666666666667,0.8283218327086934,0.8450638406588858,0.8426124108162236,0.8449569833424858,0.827505893533582,0.6096666666666667,0.5774987801368912,28.650355169692187,0.593,0.5593312179138641,30.071033938437253,0.5773333333333334,0.5417461950833155,0.6046666666666667,0.5720414582387752,20,0.1,6.0,1000.0,ok
CICIoMT,42,lstm,cat,5,0.8661,0.1108,1.7423,-0.1140,0.8393333333333334,0.8076829233789293,0.8395536214691735,0.8393333333333333,0.828003613369467,0.7857476470057152,0.531,0.4438460807728542,40.98490865766482,0.5036666666666667,0.4127024532561358,44.16203335980937,0.533,0.4461312857178161,0.5166666666666667,0.43071291611755785,20,0.1,6.0,1000.0,ok
TONIoT,42,lstm,cat,9,0.8948,0.0772,1.1569,-0.0830,0.7936666666666666,0.7746847570482197,0.7923719343519731,0.7895977877653987,0.8083470620538166,0.7891190978042795,0.5926666666666667,0.556767190226166,25.829483410331793,0.5883333333333334,0.5499526223846273,26.081478370432592,0.5916666666666667,0.5558884984101345,0.636,0.600942399078634,20,0.1,6.0,1000.0,ok
CICIoMT,1,rdt,cat,5,0.8689,-0.0645,0.9340,0.0560,0.84,0.8095513996672659,0.8381560419697741,0.84,0.8563685636856369,0.8194563489367752,0.504,0.41266158942371917,41.19047619047619,0.476,0.37892704819618994,44.48412698412698,0.4553333333333333,0.35560638627404983,0.4583333333333333,0.3600974997352696,20,0.1,6.0,1000.0,ok
TONIoT,1,rdt,cat,9,0.8981,0.0860,1.1727,-0.0931,0.8233333333333334,0.804519910738397,0.8228509550794909,0.8202300300567261,0.8327841845140033,0.8139909458821197,0.6466666666666666,0.6124767798759696,21.619433198380566,0.608,0.573600624039691,26.31578947368421,0.6063333333333333,0.5727864824816228,0.6726666666666666,0.6392661672622388,20,0.1,6.0,1000.0,ok
CICIoMT,7,rdt,cat,5,0.8456,-0.0814,0.9239,0.0715,0.8146666666666667,0.7805773885446781,0.8082280183400183,0.8146666666666667,0.8168021680216803,0.7712396389143599,0.494,0.39969378834939373,40.18003273322422,0.465,0.3647949674239433,43.739770867430444,0.4483333333333333,0.34614160328694216,0.45,0.34890580741959043,20,0.1,6.0,1000.0,ok
TONIoT,7,rdt,cat,9,0.8988,0.0863,1.1751,-0.0933,0.813,0.7926618711988672,0.8123899096305319,0.8087707023583095,0.828665568369028,0.8090385039531149,0.6423333333333333,0.6044008474144323,21.15621156211562,0.6286666666666667,0.5894191467497909,22.796227962279623,0.638,0.5997720779116109,0.6683333333333333,0.633200005631869,20,0.1,6.0,1000.0,ok
